"DOI","Link","Abstract","EID"
"10.1016/B978-0-12-800345-9.00006-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893805354&doi=10.1016%2fB978-0-12-800345-9.00006-4&partnerID=40&md5=f0b753a83139596956ac790a2ab08140","Chemical transformations that occur at the reactive shock front of energetic materials determine many aspects of material properties and performance. One major shortcoming of current explosive models is the lack of chemical kinetics data of the reacting explosive at the high pressures and temperatures experienced under detonation conditions. In the absence of experimental data, long time-scale atomistic molecular dynamics simulations with reactive chemistry provide insight into the decomposition mechanisms of explosives and allow us to obtain effective reaction rates. These rates can then be incorporated into a thermochemical continuum code for accurate and predictive description of grain- and continuum-scale dynamics of reacting explosives. During the course of the past decade, we have examined the chemistry of several reacting explosive materials, such as the high-performing HMX and the very insensitive TATB explosives, both of which are organic molecular solids at ambient conditions. We have used quantum-based, self-consistent charge density functional tight-binding method to calculate the interatomic forces in molecular dynamics simulations either for thermal decomposition studies (constant volume-temperature) or dynamical shock studies using the multiscale shock simulation technique (MSST). These studies allow us to investigate the chemical reactivity of explosives and to examine electronic properties at extreme conditions of temperature and pressure for a relatively long timescale on the order of several hundreds of picoseconds. In this chapter, we discuss challenges in simulating the reactions of shocked energetic materials and review specific examples of our recent simulations on HMX, PETN, and shocked TATB. Each of these studies revealed interesting aspects associated with known macroscopic properties of these materials. We also discuss simulations on nonenergetic materials such as shocked carbon and methane. © 2014 Elsevier Inc. and Lawrence Livermore National Laboratory, LLC.","2-s2.0-84893805354"
"10.1002/prep.201300136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911954640&doi=10.1002%2fprep.201300136&partnerID=40&md5=fc79e0e105734e58b6179de80f731fec","A detailed experimental investigation on the dynamic fracture of a cylindrical shell with internal and external grooves subjected to internal explosive loading was carried out. Distributions of fragment velocities and fragment masses were measured and analyzed for specimens with different depths of the external grooves and different explosive materials, with the internal grooves of a fixed rectangular shape. Based on the experimental results, corresponding numerical simulations using the commercial software LS-DYNA were undertaken. By inspecting the fragments recovered from the experiments and the numerical results, the dynamic fracture of the casing led to fragments of approximately three shapes: A large cuboid fragment, a small cuboid fragment, and two irregular fragments formed by three classical fracture trajectories. The formation mechanism of fragment shapes was analyzed using the fracture trajectories. A good agreement has been obtained between the numerical and experimental results. Finally, a parametric study for the casing thickness, grid patterns of the grooves and explosive materials was carried out in order to investigate the effects of fracture. The results showed that grid patterns of grooves and explosive materials had significant effects on the fracture mechanism of the casing. The numerical technique was used to predict the dynamic fracture of casing with internal and external grooves under internal explosive loading and for structural design in order to achieve desirable fragments with controlled shapes. © 2014 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim.","2-s2.0-84911954640"
"10.1002/prep.201400081","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923873338&doi=10.1002%2fprep.201400081&partnerID=40&md5=bcb8b9d9b2fc6239e1d1608de5667402","It is crucial in the development of a new explosive to obtain an evaluation of performance early in the process when the availability of material is limited. Evaluation requires dynamic measurements of detonation velocity, pressure, and expansion energy - typically in separate experiments that require large amounts of material, time, and expense. There is also a need for evaluation of the total available thermodynamic energy. The dynamic evaluations, in particular, have been a major hindrance to development of new explosives. The new experimental testing method to be described here requires small charges and obtains accurate measurement of all three of the detonation performance characteristics in a single test. The design, a Disc Acceleration eXperiment (DAX), provides an initial condition of steady detonation and a charge-geometry amenable to 2D hydrodynamic simulations. The velocity history of a metal disk attached to the end of the explosive charge is measured with Photonic Doppler Velocimetry (PDV). This disc velocity data is analyzed to give both CJ pressure and expansion energy. The detonation velocity is obtained with probes along the charge length. The experiments and subsequent analyses are concentrated on LX-16, a known PETN based explosive, for the purpose of establishing the accuracy of the method and to provide a standard for comparison with other explosives. We present details of the experimental design and also detonation velocity and PDV results from a number of experiments. The total available internal energy for the explosive was obtained from published detonation calorimetry measurements by Ornellas [1], and from thermodynamic equilibrium calculations. An equation-of-state (EOS) for LX-16 was derived from hydrodynamic simulations of thin plate-push velocity-time data. We will show a successful comparison with a previously published Jones-Wilkins-Lee (JWL) EOS for PETN by Green and Lee [2-4]. © 2015 Wiley-VCH Verlag GmbH & Co. KGaA.","2-s2.0-84923873338"
"10.1007/s11104-012-1414-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876436983&doi=10.1007%2fs11104-012-1414-1&partnerID=40&md5=0f8cfaae23798827222f79db5130f0fe","Background and Aims: Explosives released into the environment from munitions production, processing facilities, or buried unexploded ordnances can be absorbed by surrounding roots and induce toxic effects in leaves and stems. Research into the mechanisms with which explosives disrupt physiological processes could provide methods for discrimination of anthropogenic and natural stresses. Our objectives were to experimentally evaluate the effects of natural stress and explosives on plant physiology and to link differences among treatments to changes in hyperspectral reflectance for possible remote detection. Methods: Photosynthesis, water relations, chlorophyll fluorescence, and hyperspectral reflectance were measured following four experimental treatments (drought, salinity, trinitrotoluene and hexahydro-1,3,5-trinitro-l,3,5-triazine) on two woody species. Principal Components Analyses of physiological and hyperspectral results were used to evaluate the differences among treatments. Results: Explosives induced different physiological responses compared to natural stress responses. Stomatal regulation over photosynthesis occurred due to natural stress, influencing energy dissipation pathways of excess light. Photosynthetic declines in explosives were likely the result of metabolic dysfunction. Select hyperspectral indices could discriminate natural stressors from explosives using changes in the red and near-infrared spectral region. Conclusions: These results show the possibility of using variations in energy dissipation and hyperspectral reflectance to detect plants exposed to explosives in a laboratory setting and are promising for field application using plants as phytosensors to detect explosives contamination in soil. © 2012 Springer-Verlag (outside the USA).","2-s2.0-84876436983"
"10.1002/prep.201300041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905816168&doi=10.1002%2fprep.201300041&partnerID=40&md5=072e9426b2728bd33c21924869297eb2","Typically characterizing home made explosives (HMEs) requires many large scale experiments, which is prohibitive given the large number of materials in use. A small scale experiment was developed to characterize HMEs such as ammonium nitrate-fuel oil mixtures. A microwave interferometer is applied to small scale confined transient experiments, yielding time resolved characterization of a failing detonation that is initiated with an ideal explosive booster charge. Experiments were performed with ammonium nitrate and two fuel compositions (diesel fuel and mineral oil). It was observed that the failure dynamics were influenced by factors such as the chemical composition, confiner thickness, and applied shock wave strength. Thin steel walled confiners with 0.71mm wall thickness experienced detonation failure and decoupling of the shock wave from the reaction zone. Confiners with a wall thickness of 34.9mm showed a decrease in propagation speed and a steady reactive wave was achieved. Varying the applied shock strength by using an attenuator showed corresponding changes in the initial overdriven reactive wave velocity in the HMEs. The distance to detonation failure was also shown to depend on the attenuator length when thin wall confinement was used. This experimental method is shown to be repeatable and can be performed with little required material (about 2g). The data obtained could be useful to model development and validation, as well as quantifying detonability of materials. © 2014 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.","2-s2.0-84905816168"
"10.1016/j.actaastro.2012.08.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869862490&doi=10.1016%2fj.actaastro.2012.08.016&partnerID=40&md5=b95ce356961f8f92dd830f1f488e769b","Populations emerging from armed conflicts often remain threatened by landmines and explosive remnants of war. The international mine action community is concerned with the relief of this threat. The Space Assets for Demining Assistance (SADA) undertaking is a set of activities that aim at developing new services to improve the socio-economic impact of mine action activities, primarily focused on the release of land thought to be contaminated, a process described as land release. SADA was originally initiated by the International Astronautical Federation (IAF). It has been implemented under the Integrated Applications Promotion (IAP) program of the European Space Agency (ESA). Land release in mine action is the process whereby the demining community identifies, surveys and prioritizes suspected hazardous areas for more detailed investigation, which eventually results in the clearance of landmines and other explosives, thereby releasing land to the local population. SADA has a broad scope, covering activities, such as planning (risk and impact analysis, prioritization, and resource management), field operations and reporting. SADA services are developed in two phases: feasibility studies followed by demonstration projects. Three parallel feasibility studies have been performed. They aimed at defining an integrated set of space enabled services to support the land release process in mine action, and at analyzing their added value, viability and sustainability. The needs of the mine action sector have been assessed and the potential contribution of space assets has been identified. Support services have been formulated. To test their fieldability, proofs of concept involving mine action end users in various operational field settings have been performed by each of the study teams. The economic viability has also been assessed. Whenever relevant and cost-effective, SADA aims at integrating Earth observation data, GNSS navigation and SatCom technologies with existing mine action tools and procedures, as well as with novel aerial survey technologies. Such conformity with existing user processes, as well as available budgets and appropriateness of technology based solutions given the field level operational setting are important conditions for success. The studies have demonstrated that Earth observation data, satellite navigation solutions and in some cases, satellite communication, indeed can provide added value to mine action activities if properly tailored based on close user interaction and provided through a suitable channel. Such added value for example includes easy and sustained access to Earth observation data for general purpose mapping, land use assessment for post-release progress reporting, and multi-source data fusion algorithms to help quantify risks and socio-economic impact for prioritization and planning purposes. The environment and boundaries of a hazardous area can also be better specified to support the land release process including detailed survey and clearance operations. Satellite communication can help to provide relevant data to remote locations, but is not regarded as strongly user driven. Finally, satellite navigation can support more precise non-technical surveys, as well as aerial observation with small planes or hand-launched UAV's. To ensure the activity is genuinely user driven, the Geneva International Center for Humanitarian Demining (GICHD) plays an important role as ESA's external advisor. ESA is furthermore supported by a representative field operator, the Swiss Foundation of Mine Action (FSD), providing ESA with a direct connection to the field level end users. Specifically FSD has provided a shared user needs baseline to the three study teams. To ensure solutions meet with end user requirements, the study teams themselves include mine action representatives and have interacted closely with their pre-existing and newly established contacts within the mine action community. © 2012 Elsevier Ltd. All rights reserved.","2-s2.0-84869862490"
"10.1016/j.jconhyd.2012.12.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872788794&doi=10.1016%2fj.jconhyd.2012.12.007&partnerID=40&md5=1c6076633f0ca48e5ecf07dfc02c4aef","Abstract Live fire military training involves the detonation of explosive warheads on training ranges. The purpose of this experiment is to evaluate the hydrogeological changes to the vadose zone caused by military training with high explosive ammunition. In particular, this study investigates artillery ammunition which penetrates underground prior to exploding, either by design or by defective fuze mechanisms. A 105 mm artillery round was detonated 2.6 m underground, and hydraulic conductivity measurements were taken before and after the explosion. A total of 114 hydraulic conductivity measurements were obtained within a radius of 3 m from the detonation point, at four different depths and at three different time periods separated by 18 months. This data was used to produce a three dimensional numerical model of the soil affected by the exploding artillery round. This model was then used to investigate potential changes to aquifer recharge and contaminant transport caused by the detonating round. The results indicate that an exploding artillery round can strongly affect the hydraulic conductivity in the vadose zone, increasing it locally by over an order of magnitude. These variations, however, appear to cause relatively small changes to both local groundwater recharge and contaminant transport. © 2013 Elsevier B.V. All rights reserved.","2-s2.0-84872788794"
"10.1007/s00024-013-0660-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874908720&doi=10.1007%2fs00024-013-0660-3&partnerID=40&md5=6548b4eec7e66f767af88f044f9f3bd2","[No abstract available]","2-s2.0-84874908720"
"10.1007/s00216-015-9043-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954379972&doi=10.1007%2fs00216-015-9043-1&partnerID=40&md5=d75b1a91ea68c1ed7ad7291cd11a4a20","The number and capability of explosives detection and analysis methods have increased dramatically since publication of the Analytical and Bioanalytical Chemistry special issue devoted to Explosives Analysis [Moore DS, Goodpaster JV, Anal Bioanal Chem 395:245-246, 2009]. Here we review and critically evaluate the latest (the past five years) important advances in explosives detection, with details of the improvements over previous methods, and suggest possible avenues towards further advances in, e.g., stand-off distance, detection limit, selectivity, and penetration through camouflage or packaging. The review consists of two parts. Part I discussed methods based on animals, chemicals (including colorimetry, molecularly imprinted polymers, electrochemistry, and immunochemistry), ions (both ion-mobility spectrometry and mass spectrometry), and mechanical devices. This part, Part II, will review methods based on photons, from very energetic photons including X-rays and gamma rays down to the terahertz range, and neutrons. © 2015 Springer-Verlag Berlin Heidelberg (outside the USA).","2-s2.0-84954379972"
"10.1016/j.cej.2012.09.115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868229652&doi=10.1016%2fj.cej.2012.09.115&partnerID=40&md5=eb8d65c46ddc9f44584f26ebcf12eadb","Hexanitrostilbene (HNS) produced wastewater containing complex organic components was subjected to treatment with immobilized bacterial anaerobic-aerobic bioreactor system. After the biological treatment, the chrominance and pungent pyridine odor of the wastewater decreased greatly. The GC-MS analysis of the treated effluent showed that the nitroaromatic compounds like nitrobenzene and dinitrobenzene were almost completely mineralized, and more than 80% of pyridine was removed. Bacterial community analysis revealed that the Pseudomonas group that inhabited the anaerobic filter played a key role in degrading aromatic compounds, while Rhizobiales group found in aerated filter was mainly responsible for the removal of pyridine. This result suggested that bacteria such as Agrobacterium sp., Ensifer adhaerens and Mesorhizobium sp. affiliated with the order Rhizobiales group may be one novel type of pyridine degraders under aerobic condition. The study may be useful for pretreatment of actual explosive production industry wastewater loaded with high concentration toxic organic components. © 2012 Elsevier B.V.","2-s2.0-84868229652"
