"DOI","Link","Abstract","EID"
"10.1080/05704928.2018.1457045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050459634&doi=10.1080%2f05704928.2018.1457045&partnerID=40&md5=5ffd33d4d4a53a47fdea78a34927c9cd","Microfluidic paper-based analytical devices (µPADs) have attracted much attention over the past decade because they offer clinicians the ability to deliver point-of-care testing and onsite analysis. Many of the advantages of µPADs, however, are limited to work in a laboratory setting due to the difficulties of processing data when using electronic devices in the field. This review focuses on the use of µPADs that have the potential to work without batteries or with only small and portable devices such as smartphones, timers, or miniaturized detectors. The µPADs that can be operated without batteries are, in general, those that allow the visual judgment of analyte concentrations via readouts that are measured in time, distance, count, or text. Conversely, a smartphone works as a camera to permit the capture and processing of an image that digitizes the color intensity produced by the reaction of an analyte with a colorimetric reagent. Miniaturized detectors for electrochemical, fluorometric, chemiluminescence, and electrochemiluminescence methods are also discussed, although some of them require the use of a laptop computer for operation and data processing. © 2018, © 2018 Taylor & Francis Group, LLC.","2-s2.0-85050459634"
"10.1016/j.apradiso.2018.02.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042643644&doi=10.1016%2fj.apradiso.2018.02.018&partnerID=40&md5=87c103c562bfc056a5f142a1d8c02b2e","Detection of hidden explosives is of utmost importance for homeland security. Several configurations of an Explosives Detection System (EDS) to intercept hidden threats, made up with a Deuterium-Deuterium (D-D) compact neutron generator and NaI (Tl) scintillation detectors, have been evaluated using MCNP6 code. The system's response to various samples of explosives, such as RDX and Ammonium Nitrate, is analysed. The D-D generator is able to produce fast neutrons with 2.5 MeV energy in a maximum yield of 1010 n/s. It is surrounded by high-density polyethylene to thermalize the fast neutrons and to optimize interactions with the sample inspected, whose emission of gamma rays gives a characteristic spectrum of the elements that constitute it. This procedure allows to determine its chemical composition and to identify the type of substance. The necessary shielding is evaluated to estimate its thicknesses depending on the admissible dose of operation, using lead and polyethylene. The results show that its functionality is promising in the field of national security for explosives inspection. © 2018 Elsevier Ltd","2-s2.0-85042643644"
"10.1039/c8an02041h","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062729347&doi=10.1039%2fc8an02041h&partnerID=40&md5=70a53c4e0f450aa0df4d428410410b9e","A tandem ion mobility spectrometer at ambient pressure included a thermal desorption inlet, two drift regions, dual ion shutters, and a wire grid assembly in the second drift region. An ion swarm could be mobility isolated in the first drift region using synchronized dual ion shutters and decomposed in a wire grid assembly using electric fields of 1.80 × 104 V cm-1 (118 Td) from a 1.8 MHz sinusoidal waveform. Mobility selected ions that underwent field induced decomposition were NO3-, from PETN·Cl- and NG·Cl-, and NO2- from RDX·Cl-. The extent of decomposition ranged from 60 to 90%, depending on gas temperature, field strength, and ion identity, introducing additional controls to improve selectivity in trace determination of explosives. Ion transmission through the wire grid assembly ranged from 80 to >95% with losses increasing for increased field strength. Studies with pairs of explosives and interfering substances demonstrated decisive detection of explosives and portend reduced rates of false positive using tandem ion mobility spectrometers with a reactive stage. © 2019 The Royal Society of Chemistry.","2-s2.0-85062729347"
"10.1142/S1088424618501171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060389568&doi=10.1142%2fS1088424618501171&partnerID=40&md5=7bca2e3a6b110f457092d92d85968115","Real time detection of explosive residues is important to mitigate increasing security threats. Therefore, systematic studies are essential to optimize the performance of sensors. In this work, we have explored β-octamethoxyporphyrin and β-octabutoxyporphyrin to evaluate the effect of alkoxy groups in solution and in vapor phase sensing of nitrated explosives. Our systematic studies revealed a marked difference in sensitivity of these free-base porphyrins in solution state and vapor phase sensing of nitrated explosives simply by modulation of alkyl chain lengths. Alkoxyporphyrins exhibit very good sensitivity towards not only nitro aromatics but also alkyl nitro explosive taggants compared to β-octaethylporphyrin. Therefore, alkoxyporphyrins may act as versatile fluorescence turn-off based chemical sensors for nitrated explosives. © 2019 World Scientific Publishing Company.","2-s2.0-85060389568"
"10.1021/acssensors.8b01029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060015513&doi=10.1021%2facssensors.8b01029&partnerID=40&md5=519656a6c265c6b8dac6e345d7bdf238","Fluorenylboronate ester chromophore-based thin films were investigated for the detection of triacetone triperoxide (TATP) vapors via the decomposition product, hydrogen peroxide. Sensing with a high level of sensitivity was achieved using a fluorescence ""turn-on"" mechanism based on the significant shifts in the absorption and photoluminescence spectra that occurs when the boronate esters were converted to phenoxides by hydrogen peroxide under basic conditions. The addition of an organic base was found to be critical for achieving fast conversion reactions and the formation of the phenoxide anions. Addition of a nitrile group to the fluorenyl boronate ester moiety improved the stability of the material to photooxidation, increased the photoluminescence quantum yields, and enhanced the absorption and emission shifts to longer wavelengths. In real-time sensing measurements, films comprising the cyanofluorenyl boronate ester moiety and tetra-n-butylammonium hydroxide had a response time to acid-decomposed TATP vapor of seconds and a limit of detection of 40 ppb in 60 s. © 2019 American Chemical Society.","2-s2.0-85060015513"
"10.1016/j.dt.2018.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045341792&doi=10.1016%2fj.dt.2018.04.002&partnerID=40&md5=4226b872c640a77ea245916569a04fdb","cis-1,3,4,6-Tetranitrooctahydroimidazo-[4,5-d]imidazole (BCHMX) is a relatively available bicyclic nitramine in the present. Due to the high energetic content of its molecule (deformation of valence angles) it has heat of formation higher than β−1,3,5,7-tetranitro-1,3,5,7-tetrazocane (β−HMX) by nearly three times. As a result, it has heat of explosion and relative explosive strength exceed that of β−HMX including their corresponding PBXs. However, penetration abilities of PBXs based on HMX are higher than those based on BCHMX. The relatively high initiation reactivity of BCHMX could be modified in a wide range by its incorporation in a suitable polymeric matrices. Regarding to the performance, coating of BCHMX crystals by 5 wt% Viton A produces the maximum performance while the mixture of BCHMX with polydimethylsiloxane (PDMS) seems to be the optimum composition for the development of PBX with low sensitivity. © 2018","2-s2.0-85045341792"
"10.1002/cplu.201800598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060955473&doi=10.1002%2fcplu.201800598&partnerID=40&md5=5015e996101c2fe7247df3888074fb75","Two novel, thermally stable explosives, 2-fluoro-1,3-diamino-4,6-dinitrobenzene (ZXC-7) and 2-fluoro-1,3,5-triamino-4,6-dinitrobenzene (ZXC-8), are reported. These two compounds can be prepared by means of simple synthetic methods and they show outstanding properties (detonation velocity, detonation pressure, sensitivity toward mechanical stimuli, and temperature of decomposition). Their structures are very similar to that of 1,3,5-triamino-2,4,6-trinitrobenzene (TATB). They were isolated and characterized by means of mass spectrometry and multinuclear (1H, 13C) NMR spectroscopy. The structure of ZXC-7 in the crystalline state was determined by low-temperature single-crystal X-ray diffraction. From the calculated standard molar enthalpy of formation (CBS-4 M) and the densities (which were determined by a gas pycnometer), the Chapman-Jouguet detonation properties were predicted by using the EXPLO5 V6.01 thermochemical computer code. The sensitivities of ZXC-7 and ZXC-8 towards impact and friction were determined. © 2019 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85060955473"
"10.1016/j.sbsr.2019.100267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061998977&doi=10.1016%2fj.sbsr.2019.100267&partnerID=40&md5=f3e97cd6b69a4e830bbbd419e4b4db5c","Tuning of solid and solution phase emission with simple push-pull ‘Aggregation Induced Enhanced Emission’ (AIEE) pyrene compounds for deeper understanding on the mechanism for selectivity and sensitivity towards the nitro explosives with lowering the detection limit upto ppt (parts per trillion) level. © 2019","2-s2.0-85061998977"
"10.3390/s19010097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059282342&doi=10.3390%2fs19010097&partnerID=40&md5=a738e0b0ace00112323a4b10cb593639","The aim of this study was to investigate the potential of the non-destructive hyperspectral imaging system (HSI) and accuracy of the model developed using Support Vector Machine (SVM) for determining trace detection of explosives. Raman spectroscopy has been used in similar studies, but no study has been published which is based on measurement of reflectance from hyperspectral sensor for trace detection of explosives. HSI used in this study has an advantage over existing techniques due to its combination of imaging system and spectroscopy, along with being contactless and non-destructive in nature. Hyperspectral images of the chemical were collected using the BaySpec hyperspectral sensor which operated in the spectral range of 400–1000 nm (144 bands). Image processing was applied on the acquired hyperspectral image to select the region of interest (ROI) and to extract the spectral reflectance of the chemicals which were stored as spectral library. Principal Component Analysis (PCA) and first derivative was applied to reduce the high dimensionality of the image and to determine the optimal wavelengths between 400 and 1000 nm. In total, 22 out of 144 wavelengths were selected by analysing the loadings of principal components (PC). SVM was used to develop the classification model. SVM model established on the whole spectrum from 400 to 1000 nm achieved an accuracy of 81.11%, whereas an accuracy of 77.17% with less computational load was achieved when SVM model was established on the optimal wavelengths selected. The results of the study demonstrate that the hyperspectral imaging system along with SVM is a promising tool for trace detection of explosives. © 2018 by the authors. Licensee MDPI, Basel, Switzerland.","2-s2.0-85059282342"
"10.1016/j.aca.2018.03.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046648579&doi=10.1016%2fj.aca.2018.03.043&partnerID=40&md5=2e56dce3e75437d8490791dad5dee5e0","Gas chromatography (GC) methods for the determination of inorganic anions and structurally related compounds are reviewed. In their native form, such analytes are polar and non-volatile, therefore they require derivatization before GC analysis. Several chemistries have been employed to convert anions to volatile molecules with applications to a wide set of analytes: nitrite, nitrate, halides, azide, bromate, iodate, borate, carbonate, thiocyanate, cyanide, sulfide, silicates, phosphates, phosphonates, selenite, selenate, arsenite, arsenate, monomethylarsonic acid, and dimethylarsinic acid have been measured following GC separation. In this review, most derivatization chemistries employed for anions are discussed with attention to molecular aspects of the conversion, experimental conditions, applications to complex sample matrices, and figure of merits. © 2018","2-s2.0-85046648579"
"10.1002/advs.201801467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056277711&doi=10.1002%2fadvs.201801467&partnerID=40&md5=292da95da6ba37911e05d03f6d05e5e2","Novel multiple emitting amphiphilic conjugated polythiophene-coated CdTe quantum dots for picogram level determination of the 2,4,6-trinitrophenol (TNP) explosive are developed. Four biocompatible sensors, cationic polythiophene nanohybrids (CPTQDs), nonionic polythiophene nanohybrids (NPTQDs), anionic polythiophene nanohybrids (APTQDs), and thiophene copolymer nanohybrids (TCPQDs), are designed using an in situ polymerization method, which shows highly enhanced fluorescence intensity and quantum yield (up to 78%). All sensors are investigated for nitroexplosive detection to provide a remarkable fluorescence quenching for TNP and the quenching efficiency reached 96% in the case of TCPQDs. The fluorescence of the sensors are quenched by TNP through inner filter effect, electrostatic, π−π, and hydrogen bonding interactions. Under optimal conditions, the detection limits of CPTQDs, NPTQDs, APTQDs, and TCPQDs are 2.56, 7.23, 4.12, and 0.56 × 10−9 m, respectively, within 60 s. More importantly, portable, cost effective, and simple to use paper strips and chitosan film are successfully applied to visually detect as little as 2.29 pg of TNP. The possibility of utilizing a smartphone with a color-scanning APP in the determination of TNP is also established. Moreover, the practical application of the developed sensors for TNP detection in tap and river water samples is described with satisfactory recoveries of 98.02−107.50%. © 2018 The Authors. Published by WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85056277711"
"10.1016/j.eurpolymj.2018.08.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052443469&doi=10.1016%2fj.eurpolymj.2018.08.042&partnerID=40&md5=7881abf68ec3b9fb6e8e5d94a1d33ffc","We report here that a series of novel donor-acceptor (D–A) conjugated polymers based on isoindigo were synthesized and characterized. As novel electrochromic materials, their optical and electrochemical properties have been investigated. Cyclic voltammograms (CV) of the polymer films exhibit two pairs of obvious redox peaks in the range of 0.76–1.80 V with strong color changes in the visible and near infrared (NIR) regions. The coloring and bleaching time are in the range of 3.5–4.9 s and 4.4–5.0 s, respectively. The amount of char yield at 800 °C in nitrogen for polymers was in the range of 56–64%. Especially, the polymers show strong fluorescence with a fluorescence quantum efficiency (ФPL) of up to 32.5% which is reported firstly. In addition, memory properties, explosive detection and photoelectric properties for polymers are studied which indicating promising results. © 2018 Elsevier Ltd","2-s2.0-85052443469"
"10.1080/07370652.2018.1556362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058703873&doi=10.1080%2f07370652.2018.1556362&partnerID=40&md5=6a54f8aaf32aea15af6e7b2878af844c","Dihydroxylammonium 5,5′-bistetrazole-1,1′-diolate (TKX-50) is a promising candidate for high-energy explosive (e.g. HMX), which can be used as the main component in composite explosive formulations processed through a melting method. In the present study, TKX-50-based explosive composites were prepared using 2,4,6-Trinitrotoluene (TNT) or TNT/wax as the carrier, and were compared with HMX-, 3-nitro-1,2,4-triazol-5-one (NTO)-, and hexahydro-1,3,5-trinitro-1,3,5-s-triazine (RDX)-based formulations. Crystal stability, surface micro-topography, thermal decomposition performance, mechanical property, thermal sensitivity, and mechanical sensitivity of the composites were comprehensively investigated. Overall, TKX-50-based formulations exhibited improved properties with a superior safety performance compared to HMX- and RDX-based formulations and better mechanical properties than NTO-based formulations. © 2018, © 2018 Taylor & Francis Group, LLC.","2-s2.0-85058703873"
"10.1002/prep.201800309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059896420&doi=10.1002%2fprep.201800309&partnerID=40&md5=9dcf0ab0b8a26e0ada923cef8f993fce","                             A novel micro-nano ferric perfluorooctanoate [Fe(PFO)                             3                             ] was prepared and added in AP/Al/HTPB composite solid propellant as a catalyst to study its effects on burning and thermal decomposition properties of the propellant. To further discuss the possible thermal mechanism of the propellant containing Fe(PFO)                             3                             , the major effects of Fe(PFO)                             3                              catalyst on Al were investigated by differential scanning calorimetry (DSC), thermogravimetric analysis (TG) and X-ray diffraction (XRD). Results show that By adding 3 w.t.% Fe(PFO)                             3                             , the burning rate could increase by 27.8 % at 3 MPa, meanwhile, the pressure exponent decreased. The aggregation/agglomeration process of the propellant containing Fe(PFO)                             3                              efficiently suppressed, and the particle size of condensed combustion products decreased clearly. In addition, Fe(PFO)                             3                              could reduce the thermal decomposition temperature of the propellant and enhance the heat release. Thermite reaction between decomposition products of Fe(PFO)                             3                              and Al was triggered at 635 °C, resulting in heat release and formation of α-Al                             2                             O                             3                             .                          © 2019 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85059896420"
"10.1016/j.aca.2018.03.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046167906&doi=10.1016%2fj.aca.2018.03.059&partnerID=40&md5=ba5fabe40987daa6e8896ce41b07e25c","Ion mobility spectrometry (IMS) is a rapid and high sensitive technique widely used in security and forensic areas. However, a lack of selectivity is usually observed in the analysis of complex samples due to the scarce resolution of the technique. The literature concerning the use of conventional and novel smart materials in the pretreatment and preconcentration of samples previous to IMS determinations has been critically reviewed. The most relevant strategies to enhance selectivity and sensitivity of IMS determinations have been widely discussed, based in the use of smart materials, as immunosorbents, aptamers, molecularly imprinted polymers (MIPs), ionic liquids (ILs) and nanomaterial. The observed trend is focused on the development of IMS analytical methods in combination of selective sample treatments in order to achieve quick, reliable, sensitive, and selective methods for the analysis of complex samples such as biological fluids, food, or environmental samples. © 2018 Elsevier B.V.","2-s2.0-85046167906"
