"DOI","Link","Abstract","EID"
"10.1364/AO.52.002626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876532706&doi=10.1364%2fAO.52.002626&partnerID=40&md5=783414c432afa1f1340b7c8d8c212f27","Standoff detections of explosives using quantum cascade lasers (QCLs) and the photoacoustic (PA) technique were studied. In our experiment, a mid-infrared QCL with emission wavelength near 7.35 ?m was used as a laser source. Direct standoff PA detection of trinitrotoluene (TNT) was achieved using an ultrasensitive microphone. The QCL output light was focused on explosive samples in powder form. PA signals were generated and detected directly by an ultrasensitive low-noise microphone with 1 in. diameter. A detection distance up to 8 in. was obtained using the microphone alone.With increasing detection distance, the measured PA signal not only decayed in amplitude but also presented phase delays, which clearly verified the source location. To further increase the detection distance, a parabolic sound reflector was used for effective sound collection. With the help of the sound reflector, standoff PA detection of TNT with distance of 8 ft was demonstrated. © 2013 Optical Society of America.","2-s2.0-84876532706"
"10.1007/s00216-012-6137-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873726167&doi=10.1007%2fs00216-012-6137-x&partnerID=40&md5=a39601f19b28772865d364c20ba5eaef","A new amperometric immunosensor for 2,4,6-trinitrotoluene based on the working principle of competitive enzyme-linked immunosorbent assay was developed and characterised. An electrodeposited nanogold substrate was functionalised by deposition of self-assembled monolayers of 2-aminoethanethiol as linkers for the subsequent immobilisation of polyamidoaminic dendrimers. Our approach makes use of those dendrimers to anchor a trinitrobenzene-ovalbumin conjugate on the electrode surface. The immunosensor was tested and validated for the determination of 2,4,6-trinitrotoluene showing high selectivity with respect to other nitroaromatic compounds, a limit of detection of 4.8 ng/mL and a limit of quantitation of 6 ng/mL. The immunosensor was tested for the quantification of the analyte in spiked soils and in a real sample of post-blast soil, evidencing a good recovery rate (113 %). [Figure not available: see fulltext.] © 2012 Springer-Verlag.","2-s2.0-84873726167"
"10.1109/JSEN.2012.2211007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872247899&doi=10.1109%2fJSEN.2012.2211007&partnerID=40&md5=71fe42bbb3c98064f8a9e0fef2f36a0a","The detection of concealed explosives and chemical warfare agents is an urgent need to protect the safety of people and cities around the world. This requires the development of highly sensitive, portable, and stand-off sensors. Here, we present a wireless sensing unit based on single-walled carbon nanotubes (SWNTs) integrated with complementary metal oxide semiconductor (CMOS) circuitry, which can effectively detect trace explosives and chemical agents. The response of SWNT sensors to Dinitrotoluene (DNT) (a byproduct of TNT) and Dimethyl methylphosphonate (DMMP) (an analog of nerve agent sarin) vapors is improved dramatically after decoration with single stranded-DNA (ss-DNA). The response of carbon nanotube sensors to DNT and DMMP vapors is reversible and repeatable. The nanosensors integrated on a CMOS chip are tested with DMMP (DNT) vapors with concentrations varying from 1.57 to 130.49 ppm (9.41-45.73 ppm), and the corresponding change in resistance of the SWNT sensor varied from 7.5% to 27.5% (6.53-22.76%). The detected signal is processed by off-chip components on a circuitry board and is transmitted wirelessly to a computer. This versatile sensing system provides a promising platform to detect explosives and chemical agents at a trace level in a wireless manner and stand-off distance. © 2001-2012 IEEE.","2-s2.0-84872247899"
"10.1016/j.snb.2013.01.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875200443&doi=10.1016%2fj.snb.2013.01.071&partnerID=40&md5=e056a5dfc990af5d8a638db9b51169be","This article reports the development of a very simple chemical sensor for nitroaromatic compound from a couple of novel bio-based polymers polycurcumin methacrylate (PCUMA) and polycurcumin acrylate (PCUA). The polymers were characterized by spectroscopic methods and the thermal behavior was observed by thermo gravimetric analysis. Molecular weight of the polymers was determined by gel permeation chromatography. The polymers exhibit purely electronic conduction and was confirmed by Wagner polarization technique. Sensitivities of the polymers were observed by monitoring the impedance response and current-voltage characteristics in presence of the vapor of analytes. The conduction level of PCUMA in presence of the analytes was found to be remarkably high compared to that of PCUA. PCUMA showed one order decrease in log Z values in impedance measurements and 90.44% increase in current density in current-voltage characteristics in presence of picric acid. © 2013 Elsevier B.V.","2-s2.0-84875200443"
"10.1016/j.snb.2012.08.063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875466503&doi=10.1016%2fj.snb.2012.08.063&partnerID=40&md5=4475553c53d2c2880ce91a266d6bc4cc","A new pre-concentration/separation system coupled to a micro-hollow glow discharge (MHGD) plasma detector is demonstrated for the analysis of explosives. The detector and spectrometer are miniaturized and field-portable. Separation eliminated air interferences while pre-concentration improved detection limits for TATP (triacetone triperoxide) and DNT (dinitrotoluene). In the analysis step, a temperature ramp desorbed the two explosives into an entraining Ar flow. Optical emission spectroscopy (OES) was applied to detect the plasma generated atomic and diatomic radicals using a spectrometer at atmospheric pressure. For both test species, the detection limits reached values lower than 5 ppb. The effect of an at-sea environment was also evaluated. Such a detector system is very promising for the detection of explosives due its small size, high sensitivity and selectivity. © 2012 Elsevier B.V. All rights reserved.","2-s2.0-84875466503"
"10.1039/c3an00089c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874091306&doi=10.1039%2fc3an00089c&partnerID=40&md5=44cb2e9dd948aee6bd18c38979464aa1","The study on explosive materials is paramount due to the potential hazards to national security and health. When disposed of, explosives can cause seawater pollution. The detection of 2,4,6-trinitrotoluene (TNT) in seawater has been examined on two different forms of graphene, mainly graphene prepared from the unzipping of multi-walled carbon nanotubes (MWCNTs) and from the exfoliation of stacked graphene nanofibers (SGNFs). Graphene sheets prepared from MWCNTs exhibited sheet dimensions of 5000 × 300 nm, while graphene prepared from SGNFs exhibited sheet dimensions of 50 × 50 nm. Graphene prepared from MWCNTs was found to exhibit a higher order of sensitivity than the one prepared from nanofibers in both borate buffer solution and seawater. We demonstrate that it is of high importance to study different sources and methods of preparation of graphenes for analytical chemistry applications. ©  The Royal Society of Chemistry.","2-s2.0-84874091306"
"10.1515/revac-2012-0019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877971634&doi=10.1515%2frevac-2012-0019&partnerID=40&md5=e0a524f8d8d168431b942be9984ee624","The inelastic scattering of light, Raman scattering, presents a very low cross section. However, the signal can be amplified by several orders of magnitude, leading to the so-called surface-enhanced Raman scattering (SERS) phenomenon. Basically, the SERS effect is achieved when the target molecule (analyte) is adsorbed onto metallic nanoparticles, usually noble metals. This article presents an overview of the applications of SERS to cancer diagnosis and the detection of pesticides, explosives, and drugs (illicit and pharmacological). SERS is routinely applied nowadays to detect and identify analytes at very low concentrations, including for single-molecule detection. However, the application of SERS as an analytical tool requires reliable and reproducible SERS substrates, in terms of enhancement factors, which depends on the size, shape, and aggregation of the metallic nanoparticles. Therefore, the production of reliable and reproducible SERS substrates is a challenge in the field. Besides, the metallic nanoparticles can also induce changes in the system by possible interactions with the analyte under investigation, which must be taken into account. This review will present work in which, under certain specific experimental conditions, SERS has been analytically applied.","2-s2.0-84877971634"
"10.3103/S1062873813020251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876483572&doi=10.3103%2fS1062873813020251&partnerID=40&md5=3f347e28e77f7363b3e9fd417f7b7a6e","A method that uses overlapping calibration wedges, made from the materials being investigated and placed alongside an object, is proposed for calculating the individual thicknesses of two-component objects. On detectors separated by an absorber, images in two different ranges of X-ray hardness are recorded with a single flash. As a result, there is no need to know the spectrum of X-ray radiation source or the spectral characteristics of the radiographed objects or the detector in order to solve the inverse problem. © 2013 Allerton Press, Inc.","2-s2.0-84876483572"
"10.1016/j.molstruc.2013.01.079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874597438&doi=10.1016%2fj.molstruc.2013.01.079&partnerID=40&md5=f588c553792cce4d2108f3a5175936f6","We report a rapid and sensitive recognition technique for explosive compounds using Raman spectroscopy and principal component analysis (PCA). Seven hundreds of Raman spectra (50 measurements per sample) for 14 selected explosives were collected, and were pretreated with noise suppression and baseline elimination methods. PCA, a well-known multivariate statistical method, was applied for the proper evaluation, feature extraction, and identification of measured spectra. Here, a broad wavenumber range (200-3500 cm-1) on the collected spectra set was used for the classification of the explosive samples into separate classes. It was found that three principal components achieved 99.3% classification rates in the sample set. The results show that Raman spectroscopy in combination with PCA is well suited for the identification and differentiation of explosives in the field. © 2013 Elsevier B.V. All rights reserved.","2-s2.0-84874597438"
"10.1039/c2an36351h","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876097830&doi=10.1039%2fc2an36351h&partnerID=40&md5=fe50855c1901a00e865ceaf3e17ecde8","Due to the heightened level of national security currently prevalent due to the possibility of terrorist incidents, highly portable, miniaturised and sensitive monitoring devices for trace levels of injurious materials, such as explosives are now of the upmost importance. One method that offers a possible route for the development of a detection system for such species is via an electrochemical regime, coupled to the use of disposable sensor technology. Within this study, the use of carbon screen-printed sensors for the detection and analysis of the classical explosive trinitrotoluene (TNT) and the related dinitrotoluene (DNT) is described, with the eventual objective to develop an inexpensive, accurate and sensitive detection system for trace quantities of explosives in field settings. Commercially available screen-printed carbon sensors have been used as the base platform for this investigation and the electrochemistry of both TNT and DNT studied at these surfaces. Two reductive peaks and one oxidative peak were observed for both analytes. The best linear fits and sensitivities were obtained using the reductive peak at −0.72 V vs. Ag/AgCl. A linear range from 1 to 200 μM could be obtained for TNT and DNT in pH 7.0 phosphate buffer with limits of detection as low as 0.4 μM (TNT) and 0.7 μM (DNT). A second system which utilised the addition of the enzyme, nitroreductase, and the coenzyme, NADPH, into the solution matrix prior to electrochemical interrogations with screen-printed carbon electrodes was found to increase the resulting signal magnitude at the oxidation peak at +0.3 V, improving the performance of the sensor at these values. © 2012 The Royal Society of Chemistry.","2-s2.0-84876097830"
"10.1007/s00723-012-0373-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870367244&doi=10.1007%2fs00723-012-0373-2&partnerID=40&md5=7ee8388c2eac96afac8bdd3f41cfe91f","The effects of the particle size, density and octahydro-1,3,5,7-tetranitro-1,3,5,7-tetrazocine (HMX) content on 1,3,5-trinitroperhydro-1,3,5-triazine (RDX) nuclear quadrupole resonance (NQR) line have been studied at 5, 10, 15 and 20 °C. The RDX line at 3. 41 MHz has been measured in 17 different quality lots. The RDX line was not modified in this temperature range but was strongly altered in some lots. No significant correlation was found between line characteristics and particle sizes or particle bulk densities. Correlation coefficients were computed between the HMX content measured using high-performance liquid chromatography and the NQR line intensity and NQR line width. Significant correlations were found. They were based on the study of 11 RDX lots which exhibited 4 different HMX contents from 0 to about 9 percent in weight. Further studies are needed to precise the HMX effect in relation with the HMX location. HMX can be located inside or outside the RDX crystal. Further studies are also needed to determine the line broadening mechanism. © 2012 Springer-Verlag.","2-s2.0-84870367244"
"10.1109/TIM.2012.2215156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872057200&doi=10.1109%2fTIM.2012.2215156&partnerID=40&md5=19469c6171e90d29c99cdebfbef0b2c0","The use of biomimetic measurement systems as electronic tongues and noses has considerably increased in the last years. This paper presents the design of a low-cost electronic tongue system that includes a software application that runs on a personal computer and electronic equipment based on a 16-b microcontroller. The designed system is able to implement voltammetry and impedance spectroscopy measurements with different-electrode configurations. The data obtained from the electrochemical measurements can be used to build statistical models able to assess physicochemical properties of the samples. The designed system has been applied to the detection and quantification of trinitrotoluene (TNT), which is one of the most common explosive materials. Pulse voltammetry measurements were carried out on TNT samples with different concentration levels. The principal component analysis of the obtained results shows that the electronic tongue is able to detect TNT in acetonitrile samples. Prediction models were built with partial least squares regression, and a good correlation was observed between the pulse voltammetry measurements and the TNT concentration levels. In this experience, a new voltammetric data compression algorithm based on polynomial approximations has been tested with good results. The electronic tongue has also been applied to the prediction of water quality parameters in wastewater and to the evaluation of different-pulse array designs for pulse voltammetry experiences. © 1963-2012 IEEE.","2-s2.0-84872057200"
"10.1007/s00216-013-6853-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878334698&doi=10.1007%2fs00216-013-6853-x&partnerID=40&md5=93f0d44011a01dd84cbe954c367a243c","Quantitating explosive materials at trace concentrations in real-time on-site within the marine environment may prove critical to protecting civilians, waterways, and military personnel during this era of increased threat of widespread terroristic activity. Presented herein are results from recent field trials that demonstrate detection and quantitation of small nitroaromatic molecules using novel high-throughput microfluidic immunosensors (HTMI) to perform displacement-based immunoassays onboard a HYDROID REMUS100 autonomous underwater vehicle. Missions were conducted 2-3 m above the sea floor, and no HTMI failures were observed due to clogging from biomass infiltration. Additionally, no device leaks were observed during the trials. HTMIs maintained immunoassay functionality during 2 h deployments, while continuously sampling seawater absent without any pretreatment at a flow rate of 2 mL/min. This 20-fold increase in the nominal flow rate of the assay resulted in an order of magnitude reduction in both lag and assay times. Contaminated seawater that contained 20-175 ppb trinitrotoluene was analyzed. [Figure not available: see fulltext.] © 2013 Springer-Verlag Berlin Heidelberg (outside the USA).","2-s2.0-84878334698"
"10.1117/12.974615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875699156&doi=10.1117%2f12.974615&partnerID=40&md5=69b3dd2e6e946debe3c9269c0fab84fb","Fourier Transform infrared spectroscopy (FTIR) is regularly used in forensic analysis, however the application of high resolution Fourier Transform infrared spectroscopy for the detection of explosive materials and explosive precursors has not been fully explored. This project aimed to develop systematically a protocol for the analysis of explosives and precursors using Fourier Transform infrared spectroscopy and basic data analysis to enable the further development of a quantum cascade laser (QCL) based airport detection system. This paper details the development of the protocol and results of the initial analysis of compounds of interest. © 2012 SPIE.","2-s2.0-84875699156"
