"DOI","Link","Abstract","EID"
"10.1007/978-3-319-95089-1_39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061261873&doi=10.1007%2f978-3-319-95089-1_39&partnerID=40&md5=5b59c4f0d8be189addf7b6077b3db5f1","Multiscale experiments are performed to understand the deformation mechanisms in polymer bonded explosives at a range of impact velocities. The experiments are conducted in a direct impact configuration, where a polycarbonate projectile is directly shot onto polymer bonded sugar samples at different impact velocities. During the deformation process, the images are captured at five million frames/second using an ultrahigh speed camera. For the macro scale experiment, the images are captured at a resolution of 75 μm/pixel and for the mesoscale experiments, the magnification factor is 10 μm/pixel. The deformation field is obtained using digital image correlation technique. From the macroscale displacement field, the spatial stress distribution is calculated using a nonparametric method. The meso-scale experiments are used to explain the deformation mechanisms observed at the macroscale. © The Society for Experimental Mechanics, Inc. 2019.","2-s2.0-85061261873"
"10.1002/prep.201800080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056729277&doi=10.1002%2fprep.201800080&partnerID=40&md5=161209bc3d0063e90ab149f8a360b458","Generate compress-shear loading on Polymer Bonded Explosive (PBX) specimens. The research was carried out to determine the pressure and macroscopic temperature variation occurring in the specimen by using a pressure sensor and a thermocouple. High-speed photography was used to reveal the macroscopic ignition phenomena. X-ray diffraction (XRD) was used to study the material composition of raw and recovered specimens. The results of the experiments described here clearly show that specimens underwent crush, melt and ignition from impact to reaction. At the same time, the relative content of aluminium decreased. Compared to the direct impact results from split Hopkinson compression-shear bar tests, the drop-weight loading pulse is longer, so PBX specimens ignite more easily. © 2018 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85056729277"
"10.1016/j.commatsci.2018.12.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058169273&doi=10.1016%2fj.commatsci.2018.12.008&partnerID=40&md5=563f5c5d3b32de71dfc919ed56edaf15","The ignition of energetic materials (EM) under dynamic loading is mainly controlled by localized temperature spikes known as hotspots. Hotspots occur due to several dissipation mechanisms, including viscoplasticity, viscoelasticity, and internal friction along crack surfaces. To analyze the contributions of these mechanisms, we quantify the ignition probability, energy dissipation, damage evolution, and hotspot characteristics of polymer-bonded explosives (PBXs) with various levels of constituent plasticity of the energetic phase and internal crack face friction. Using PBX9501 consisting of HMX (Octahydro-1,3,5,7-Tetranitro-1,2,3,5-Tetrazocine) and Estane as a reference material, we analyze variants of this material with several values of the yield stress of the energetic phase and coefficients of internal crack face friction, while other parameters are kept unchanged. The impact loading involves piston velocities between 200 and 1200 m/s. The analysis uses a Lagrangian cohesive finite element framework that explicitly accounts for finite-strain elastic-viscoplastic deformation of the grains, viscoelastic deformation of the binder, arbitrary crack initiation and propagation in the grains and the binder, debonding between the grains and the binder, contact between internal surfaces, friction and frictional heating along internal surfaces, heat generation resulting from inelastic bulk deformation, and heat conduction. To determine the ignition status of the material or “go” or “no-go” state, we use a criterion based on a criticality threshold obtained from chemical kinetics calculations. For PBX with various levels of HMX plasticity and friction, the probability of ignition, the evolution of dissipation caused by plasticity and friction, the density of cracks, and the locations of cracks are quantified. Results show that samples with higher levels of constituent plasticity (lower yield strengths) or lower levels of internal friction are less likely to ignite. The relative importance of plasticity and friction depends on load intensity, with frictional heating decreasing as load intensity increases. Although the overall viscoplastic heating outweighs the overall frictional heating, friction plays a very important role in hotspot development at all load intensities analyzed, owing to the fact that frictional heating is more localized than viscoplastic heating. The predicted thresholds and ignition probabilities are expressed in a load intensity-load duration relation for PBX with different constituent properties. © 2018 Elsevier B.V.","2-s2.0-85058169273"
"10.1021/acs.jpcc.8b05046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049353508&doi=10.1021%2facs.jpcc.8b05046&partnerID=40&md5=91ffcc09d8df4568b1cfeb1bee8e8701","High-pressure behaviors of ammonium perchlorate (NH4ClO4), a widely used energetic oxidizer, have been investigated using in situ angle-dispersive X-ray diffraction (XRD) and Raman spectroscopy experiments up to 22.0 and 20.4 GPa, respectively. A sluggish structural transformation is identified, which started at ∼2.4 GPa and completed at ∼10.6 GPa. The crystal structure of high pressure (phase II) is refined to possess a symmetry of P2. The structural transformation is indicated by the obvious changes in XRD patterns, Raman spectra, and discontinuities of peak positions. Variations in lattice constants and volume of unit cell of the ambient structure (phase I) up to ∼10.0 GPa are also presented. The compressibility of phase I is anisotropic. The compression ratio of b axis is larger than that of a and c axes. The bulk modulus of phase I is B0 = 24.5(4) GPa, and its first pressure derivative is B0′ = 4.5(2). The phase transition is reversible, as the XRD pattern transformed to the initial profile upon release of pressure. On the basis of the Raman and XRD analysis, the high-pressure-induced phase transition of ammonium perchlorate is proposed to be associated with rearrangement of hydrogen-bonded networks. © 2018 American Chemical Society.","2-s2.0-85049353508"
"10.1002/zaac.201800288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053514327&doi=10.1002%2fzaac.201800288&partnerID=40&md5=95bc1c8bbab1511347d9a2e237eca5cf","This contribution covers the preparation and characterization of 2,2-bis(5-tetrazolyl)propane (5-DTP) (1). The bridged bitetrazole is used as a neutral nitrogen-rich ligand in 3d transition metal(II) based complexes for the first time and can be synthesized via [2+3] cycloaddition from sodium azide and dimethylmalononitrile. The combination with different anions (e.g., perchlorate, nitrate, sulfate, and chloride) yields materials with widely varying physicochemical properties. The obtained coordination compounds were characterized using low-temperature single-crystal X-ray diffraction (except 14), IR spectroscopy, elemental analysis, and DTA (except 16). The sensitivities toward external stimuli (impact and friction) were determined according to the Bundesamt für Materialforschung und -prüfung (BAM) standard methods together with its sensitivities against electrostatic discharge (except 16). Complexes 10 and 14 were characterized in laser ignition experiments. For determination of the compounds' deflagration to detonation transition (DDT) capability, hot plate and hot needle tests were performed for the zinc(II) and copper(II) perchlorate complexes. © 2019 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85053514327"
"10.1002/prep.201800204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056742523&doi=10.1002%2fprep.201800204&partnerID=40&md5=c600178d5c8b5deadf11a92754b16023","The paper investigated the effect of metal nanopowders additive on the combustion properties of HMX/CL-20/AP/polyvinyltetrazole binder/Al propellants. Using thermal analysis, the authors described the effect of aluminum, boron, zinc, nickel, copper, and molybdenum and identified the combustion in a pressure range from 4 to 10 MPa with a pressure step of 1 MPa. No significant correlation between the oxidation properties of the n-Me powders and the combustion properties of propellants was discovered. An addition of nanopowders caused an increase in the propellant burning rate by approximately 30 % for n-Al, n-B, n-Ni, and n-Mo independent from the pressure values. An addition of n-Cu resulted in a burning rate increase by a factor of 4.9 due to coppers’ probable catalytic activity during interaction with nitroesters and cyclic nitramines in a solid phase. n-Zn additive increased the propellant burning rate by factors 2.3 and 3.6 at 4 and 10 MPa, respectively, due to catalytic activity of zinc in a gaseous phase. © 2019 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85056742523"
"10.1002/prep.201800193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053888932&doi=10.1002%2fprep.201800193&partnerID=40&md5=3c5f45054ea0f41d1856c72432612f1e","1,3,5,7-Tetranitro-1,3,5,7-tetraazacyclooctane(HMX) is one of the most powerful and widely used explosives. A new method for the synthesis of HMX from 3,7-dipropionyl-1,3,5,7-tetraazabicyclo[3.3.1]nonane (DPPT) was investigated. Two important intermediates, 1,5-dipropionyl-3-nitroso-7-nitro-1,3,5,7-tetraazacyclooctane (DPNNO) and 1,5-dipropionyl-3,7-dinitro-1,3,5,7-tetraazacyclooctane (DPDN), were isolated from the reaction mixture. The reaction mechanism, involving a nitrolysis-nitrosolysis-nitrolysis-nitrolysis process, was proposed and verified by the 1H-NMR tracking. Based on the reaction mechanism, a stepwise method to prepare HMX from DPPT was developed. DPPT could be efficiently and smoothly converted to DPNNO in red fuming nitric acid with excellent yield up to 94.2 %. The influence factors on the yields of HMX such as reaction temperature, loading amounts of N2O5 were investigated. Under the optimized conditions, HMX was obtained with a satisfactory yield of 85.0 %. The overall yield of the stepwise procedure was as high as 80.0 %. © 2018 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85053888932"
"10.1002/prep.201800260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061033425&doi=10.1002%2fprep.201800260&partnerID=40&md5=de0ec61d491daf828d8ee9f11fde4347","                             Because of the potential of nano-TATB as a charge in slapper detonator, the shock initiation threshold of nano-TATB explosive was studied over short pulse durations (down to 0.017 μs) and high pressure ranges (up to 17 GPa). The pulses were produced by the impact of thin plastic flyer plates, which were accelerated by electrically exploded metal foils. Nano-TATB powders with a mean particle size of 60 nm were prepared and pressed into cylindrical sample charges with three densities (1.56, 1.64 and 1.74 g/cm                             3                             ). The flyer impact velocity data versus charging voltages was measured with different flyer thicknesses. Together with the Hugoniot relationships of flyer and samples, the impact pressures and pulse durations were calculated. By using Langlie method, the threshold pressures for shock initiation were determined. In case of the identical flyer plate, the threshold pressure increases with increasing density. In case of the identical explosive density, the threshold pressure increases as the thickness of the flyer decreases (i. e. the pulse duration decreases) except for the highest tested density. These data are represented well by a constant P                             2                             τ initiation criterion for the short, high-pressure pulses and deviate from the P                             2                             τ behavior at lower pressures. Finally, nano-TATB is proved to be a little more sensitive to short-duration pulses than superfine TATB, but much more sensitive than production grade TATB.                          © 2019 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85061033425"
"10.1002/prep.201800291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061902475&doi=10.1002%2fprep.201800291&partnerID=40&md5=0066d4e98adcc48ec66752b621cb2481","The reaction temperature in ignited samples of a novel, chemically simple pyrotechnic crackle composition was monitored at 1 ms intervals by means of a small embedded thermocouple. Analysis of the results reveals that an exothermic reaction is detectable at temperatures as low as 500 K. The reaction is found to progress in at least three – and probably four – steps that correlate well with similar findings from the study of nanocomposites of the same composition. The first two steps are shown to be associated with the crackle's delay phase. The transition to the explosive phase is shown to occur at a temperature significantly above the melting point of aluminum, being triggered at or beyond the temperature of operation of the third reaction step. The results provide a behavioral baseline for the future study of more complex crackle compositions. © 2019 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","2-s2.0-85061902475"
"10.1016/j.jhazmat.2019.01.073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060440980&doi=10.1016%2fj.jhazmat.2019.01.073&partnerID=40&md5=f3b7875d315e161ccf1ddc9cac3dade1","The graphene oxide (GO) was found to be able to stabilize organic molecules including energetic compounds. However, the inherent mechanisms of such stabilization effects are still not well-known. Herein, various transition metal complexes of triaminoguanidine nitrate (TAGN) using GO as a dopant have been prepared and evaluated. It has been shown that the presence of GO could great improve the thermal stability of the resulted TAG-based complexes. The physical models governing their thermolysis for their initial rate-limiting decomposition steps are obtained using the state-of-the-art evaluation methods. These physical models are further supported by analyses of the overall gaseous products. In addition, the reaction pathways are proposed to explain the stabilization mechanisms of GO. For instance, by interaction of GO, the release of N2 from TAG-Ni was greatly postponed. There is a broad secondary peak at temperature of 378 °C due to decomposition of the nickel nitrides, as the primary thermolysis intermediates of TAG-Ni. The formation of cobalt nitrides plays a significant role on decomposition of TAG-Co and G-T-Co, which results in much less heat release and mass loss in comparison to TAG-Ni. © 2019 Elsevier B.V.","2-s2.0-85060440980"
