"DOI","Link","Abstract","EID"
"10.1136/bmjmilitary-2020-001687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097093449&doi=10.1136%2fbmjmilitary-2020-001687&partnerID=40&md5=ae6dd17839fb6e48148fa782a13a20d8","Chemical warfare presents a continuing threat to military personnel as a result of both direct hostile action and the indirect exposure to chemical weapons that remain as a legacy from previous conflicts. This paper will discuss the presentation and medical management of an indirect exposure to sulfur mustard in a UK military service person.  © The Author(s), 2021.","2-s2.0-85097093449"
"10.1002/prep.202100053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107212593&doi=10.1002%2fprep.202100053&partnerID=40&md5=765833ca2aa58afce9e179befbc85d3c","1-methyl-3-nitroguandine (MeNQ) is being pursued as an insensitive munition to replace legacy munitions such as TNT and RDX. This study was intended to determine the basic physicochemical properties of MeNQ as well as potential environmental fate pathways. The solubility of MeNQ was determined to be 12.92±0.52 g/L and aqueous photolysis was found to efficiently degrade the munition, where its quantum yield and half-life were found to be 0.009 and 0.59 days, respectively. Hydrolysis was an insignificant degradation pathway resulting in 8.1 % degradation at pH 4, 2.6 % at pH 7, and 6.2 % at pH 9 after five days at an elevated temperature. Volatilization at environmentally relevant conditions was found to be insignificant as the molecule thermally degrades, leading to an inability to calculate Henry's Constant for volatilization from water. Spectroscopic (UV-vis, FTIR, NMR) and analytical (HPLC) studies were undertaken and are shown alongside the parent molecule, NQ, for comparison to characterize the emerging munition. © 2021 Wiley-VCH GmbH","2-s2.0-85107212593"
"10.1007/s00216-021-03244-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102775548&doi=10.1007%2fs00216-021-03244-4&partnerID=40&md5=2e1dea5921e8f6175099ff643ec6b29c","Mitigation of the peroxide explosive threat, specifically triacetone triperoxide (TATP) and hexamethylene triperoxide diamine (HMTD), is a priority among the law enforcement community, as scientists and canine (K9) units are constantly working to improve detection. We propose the use of paper spray ionization–high-resolution mass spectrometry (PSI-HRMS) for detection of peroxide explosives in biological matrices. Occurrence of peroxide explosives and/or their metabolites in biological samples, obtained from urine or blood tests, give scientific evidence of peroxide explosives exposure. PSI-HRMS promote analysis of samples in situ by eliminating laborious sample preparation steps. However, it increases matrix background issues, which were overcome by the formation of multiple alkali metal adducts with the peroxide explosives. Multiple ion formation increases confidence when identifying these peroxide explosives in direct sample analysis. Our previous work examined aspects of TATP metabolism. Herein, we investigate the excretion of a TATP glucuronide conjugate in the urine of bomb-sniffing dogs and demonstrate its detection using PSI from the in vivo sample. Graphical abstract: [Figure not available: see fulltext.] © 2021, Springer-Verlag GmbH Germany, part of Springer Nature.","2-s2.0-85102775548"
"10.1016/j.hazl.2021.100044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126632973&doi=10.1016%2fj.hazl.2021.100044&partnerID=40&md5=cbeca8d15d3de100805bb3941a2660fe","This paper describes an offline low-temperature derivatization method combined with gas chromatography-isotope ratio mass spectrometry (GC-IRMS) to enable compound-specific isotope analysis (CSIA) of C and N in the explosive compound 3-nitro-1,2,4-triazole-5-one (NTO). NTO is being used widely as a component of insensitive munition (IM) composites such as IMX-101, a formulation that is being used to replace the more shock sensitive TNT in artillery shells. The alkylation of NTO with methyl iodide (MeI) as the derivatization reagent was performed in acetone solution at room temperature using triethylamine (Et3N) as a base catalyst. The methylated product of NTO derivatization was identified as 4-methyl-3-nitro-1,2,4-triazol-5-one (MNTO). Accurate and reproducible results were achieved by systematic optimization of MeI and Et3N concentrations and reaction time. Isotopic values of MNTO obtained by GC-IRMS were normalized against those of two 2,4-dinitroanisole (DNAN) in-house reference materials that had been calibrated with isotopic standard reference materials, USGS40 and USGS41a. The resulting method detection limit for derivatization/GC-IRMS of NTO was 788 ng of NTO, yielding a precision of ±0.3‰ for both δ13C and δ15N values in good agreement with δ13C and δ15N values for NTO determined by elemental analyzer-IRMS. © 2021 The Authors","2-s2.0-85126632973"
"10.1016/j.forsciint.2021.111009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115746932&doi=10.1016%2fj.forsciint.2021.111009&partnerID=40&md5=68e90640d809b5c432d6979b2849b943","Stable-isotope analysis of ammonium nitrate (AN) plays an important role for comparing and tracing the sources of AN samples. Numerous studies have reported the application of isotope ratio mass spectrometry (IRMS) for the stable-isotope analysis of AN. However, in real cases, AN is often mixed with liquid hydrocarbons, organic explosives, wood flour, and sodium chloride. Therefore, the purification of AN samples prior to IRMS analysis is essential. Based on the different solubilities of AN at different temperatures, AN samples were purified by recrystallization. The results show that recrystallization can effectively purify AN, and the isotope fractionation effect caused by recrystallization increases the stable-isotope ratio (δ15N increased by 0.07–0.14‰, δ18O increased by 0.15–0.33‰, and δ2H increased by 4.61–18.16‰). The change of δ15N and δ18O were close to the standard deviation values, and did not affect the differentiation of AN. δ2H was deemed unsuitable for AN differentiation, owing to isotopic exchange during recrystallization. Eight AN samples from different cities and four AN samples produced in different years and batches from the same manufacturer in China were analyzed after recrystallization. Both groups of AN samples could be distinguished by combining the nitrogen and oxygen isotope ratios. Therefore, recrystallization can be used as a means of AN purification for the accurate determination of AN in ammonium nitrate fuel oil and explosive residues. © 2021 Elsevier B.V.","2-s2.0-85115746932"
"10.1016/j.dt.2020.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087209285&doi=10.1016%2fj.dt.2020.05.008&partnerID=40&md5=c29ab5be0ed90c211c89668a4c2f7859","This paper reviews the achievements in the field of synthesis of new thermally resistant explosive compounds in the years 2009 through 2019. The performance characteristics of these compounds (sensitivity, thermal decomposition parameters, and detonation parameters) were compared with those of 1,3,5-triamino-2,4,6-trinitrobenzene, which still seems to be an unrivalled model of a thermally resistant and generally low-sensitivity explosive material. New thermally stable explosives (TSEs) were found among macromolecular compounds with tri- and dinitrophenyl groups, nitro and amine-nitro derivatives of azoles, and polynitro derivatives of calixarenes. Some of them match TATB in terms of thermal resistance and additionally have higher detonation parameters. © 2020 The Authors","2-s2.0-85087209285"
"10.1134/S1061934821110083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119323150&doi=10.1134%2fS1061934821110083&partnerID=40&md5=cf807e7d22a5cfdc329bf19d00ec1383","Abstract: In the present study, a simple and efficient directly suspended-solidified floating organic droplet microextraction using deep eutectic solvent in combination with high performance liquid chromatography has been proposed for the extraction and ultra-trace quantification of nitroaromatic explosives. The predominant experimental factors such as type and amount of deep eutectic solvent, extraction time, salt concentration and temperature that affect the extraction efficiency of nitroaromatic explosives were considered and optimized. By performing the process in optimal conditions, the calibration curves were linear in the range of 0.6–200 µg/L for 2,4,6-trinitrotolouene (TNT), 0.5–200 µg/L for 2,4-dinitrotolouene (2,4-DNT) and 0.5–200 µg/L for 2,6-dinitrotolouene (2,6-DNT). The limits of detection were 0.19, 0.16 and 0.14 µg/L for TNT, 2,4-DNT and 2.6-DNT, respectively. The relative standard deviations were between 4.8–6.4% (n = 6). The proposed method was successfully applied to the analysis of soil and water samples. At the different spiking levels recovery values ranged between 89 to 102% for soil and water samples, which indicates the negligible effect of the matrix on the extraction process. © 2021, Pleiades Publishing, Ltd.","2-s2.0-85119323150"
"10.1016/j.chemosphere.2021.129646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099612270&doi=10.1016%2fj.chemosphere.2021.129646&partnerID=40&md5=b7275f4eed007068adc1100b00747f3c","Humanitarian demining is a worldwide effort and the range of climates and environments prevent any one detection method being suitable for all sites, so more tools are required for safe and efficient explosives sensing. Landmines emit a chemical flux over time, and honeybees can collect the trace residues of explosives (as particles or as vapour) on their body hairs. This capability was exploited using a passive method allowing the honeybees to freely forage in a mined area, where trace explosives present in the environment stuck to the honeybee body, which were subsequently transferred onto an adsorbent material for analysis by a fluorescent polymer sensor. Potential false positive sources were investigated, namely common bee pheromones, the anti-varroa pesticide Amitraz, and the environment around a clean apiary, and no significant response was found to any from the sensor. The mined site gave a substantial response in the optical sensor films, with quenching efficiencies of up to 38%. A model was adapted to estimate the mass of explosives returned to the colony, which may be useful for estimating the number of mines in a given area. © 2021 Elsevier Ltd","2-s2.0-85099612270"
"10.1039/d1ce01083b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118936058&doi=10.1039%2fd1ce01083b&partnerID=40&md5=33680dcb7ab67f0b641b42277f77189b","The design and synthesis of novel energetic materials with high energy and acceptable sensitivity is significant for the military and civil fields. In this study, a methylene-bridged asymmetric heterocyclic explosive based on strong intermolecular interactions, namelyN-(1-((5-(nitroimine)-1,2,4-oxadiazol-3-yl) methyl)-1H-tetrazol-5-yl)nitroimine (4), was designed and synthesized. Its ammonium salt (5) and potassium coordination polymer (6) were also synthesized. The structures of compounds4,5and6were determined by single crystal X-ray diffraction analyses. Independent gradient model (IGM) analyses and Hirshfeld surfaces (HS) analyses combined with single crystal analyses revealed the existence of intermolecular interactions in the three compounds. The strong intermolecular hydrogen-bonding, π⋯π, and p⋯π interactions enhance the molecular packing efficiency of4, leading to high density and acceptable sensitivity. Detonation properties calculated with the professional software package EXPLO5 showed that the new metal-free explosive4exhibits superior detonation performance (D= 9296.8 m s−1;P= 38.3 GPa) which is comparable to that of HMX. © The Royal Society of Chemistry 2021.","2-s2.0-85118936058"
"10.1002/prep.202000298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103668384&doi=10.1002%2fprep.202000298&partnerID=40&md5=1a0d503ab10773504ed2b5326912b521","The particle size of explosives plays a key role in the short-duration pulse shock initiation, and explosives with small grain size and large specific surface area (SSA) generally have preferable sensitivity properties. We have constructed a high-throughput microfluidic recrystallization platform, aiming to prepare ultrafine pentaerythritol tetranitrate (PETN, C(CH2NO3)4) via a precisely controllable solvent/nonsolvent recrystallization process. Through this platform, the recrystallized PETN was produced with a particle size of about 2 μm, and its SSA was above 70-fold that of the raw PETN. The X-ray diffraction results indicated that the raw and microcrystalline PETN had a similar diffraction spectrum. The thermal analysis demonstrated that compared with the raw PETN, the microcrystalline PETN revealed better decomposition performances. Importantly, the short-duration pulse shock initiation sensitivity of microcrystalline PETN pellets was evaluated when subjected to an exploding foil initiator. The shock initiation threshold results were as follows: 50 % initiation voltage U (50 %)=1332 V, the corresponding capacitor storage energy was 195.2 mJ. Furthermore, the calculated shock pressure and shock duration imparting to the pellets were 9.61 GPa and 12.53 ns respectively, corresponding to the 3162 m/s threshold velocity. Finally, the enhanced sensitivity during the shock-to-detonation transition was further explained with the hot spot-based mechanism. © 2021 Wiley-VCH GmbH","2-s2.0-85103668384"
