"DOI","Link","Abstract","EID"
"10.1016/j.optlaseng.2009.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449099856&doi=10.1016%2fj.optlaseng.2009.04.011&partnerID=40&md5=cace77670cc2a3847a6ae3e415014789","Spatially and temporally resolved attenuation of 532 nm light by fireballs from aluminized high explosives is determined using photometric and imaging methods. For all measurements, the absorbance is found to peak during the early period of high reactivity of post-detonation gases. The characteristic attenuation length is less than 1 cm during the peak absorption period, and remains on the order of centimeters until a significant decrease in optical depth occurs about 160 μs after the detonation. These results suggest that, for gram-scale and larger aluminized charges, the optically thick assumption will most likely be valid for the period in which fireball luminosity is significant. © 2009 Elsevier Ltd. All rights reserved.","2-s2.0-67449099856"
"10.1016/j.microc.2009.10.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71649115047&doi=10.1016%2fj.microc.2009.10.016&partnerID=40&md5=624617550983802ff264bc2b815c7278","A selective detector for the improvised explosive, triacetone triperoxide is proposed. This is based on the rapid redox reaction of peroxides (hexamethylene triperoxide diamine, benzoyl peroxide, t-butyl peroxide, triacetone triperoxide and H2O2) with bromide at 55 °C. Consumption of bromide is indicative of the reduction of the R-O-O-R moiety, the appearance of Br2 was found for all except for triacetone triperoxide. The latter was found to breakdown to acetone which rapidly reacts with Br2 producing bromoacetones. The lack of Br2 production is unique to triacetone triperoxide. Double step chronoamperometry (E1 = 700 mV, E2 = 960 mV (vs. Ag/AgCl)) allows for the quantitation of bromine (Br2 + 2e- → 2Br-) and bromide (2Br- → Br2 + 2e-) respectively. The results yielded a detection limit of 8.5 μM for triacetone triperoxide with a sensitivity of 0.026 μA μM- 1. The detection limits of 16.3 μM and 14.9 μM were found respectively for HMTD and H2O2 based on the appearance of Bromine. These results indicate a possibility to develop a handheld sensor for TATP dermination. © 2009.","2-s2.0-71649115047"
"10.1016/j.aca.2009.12.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74549194169&doi=10.1016%2fj.aca.2009.12.008&partnerID=40&md5=a1494513c55dc61714a903885dde5665","This article reports on an integrated explosive-preconcentration/electrochemical detection system for 2,4,6-trinitrotoluene (TNT) vapor. The challenges involved in such system integration are discussed. A hydrogel-coated screen-printed electrode is used for the detection of the thermally desorbed TNT from a preconcentration device using rapid square wave voltammetry. Optimization of the preconcentration system for desorption of TNT and subsequent electrochemical detection was conducted yielding a desorption temperature of 120 °C under a flow rate of 500 mL min-1. Such conditions resulted in a characteristic electrochemical signal for TNT representing the multi-step reduction process. Quantitative measurements produced a linear signal dependence on TNT quantity exposed to the preconcentrator from 0.25 to 10 μg. Finally, the integrated device was successfully demonstrated using a sample of solid TNT located upstream of the preconcentrator. © 2009 Elsevier B.V.","2-s2.0-74549194169"
"10.1007/s00216-009-3264-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76849112881&doi=10.1007%2fs00216-009-3264-0&partnerID=40&md5=4e965f1ae9aa74088a422a47d8c0606e","To identify the explosive used in a terrorist attack, or to obtain an early sign of environmental pollution it is important to use simple and rapid assays able to detect analytes at low levels, possibly on-site. This is particularly true for TNT (2,4,6-trinitrotoluene), one of the most employed explosives in the 20th century and at the same time, because of its toxicity, a well known pollutant. In this work we describe the development of an indirect competitive ELISA with chemiluminescent detection (CL-ELISA) and of a lateral-flow immunoassay (LFIA) based on colloidal gold nanoparticle labels. A commercially available monoclonal antibody was used and 13 specially synthesized conjugates were tested. We optimized the assay by determining the optimal concentration of monoclonal antibody and conjugates and the influence of various non-specific factors such as: tolerance to organic solvents at different concentrations, the washing and competitive step time, and the cross-reactivity with related compounds. The sensitivity and reproducibility of the CL-ELISA were good (LOD and IC50 values in the ng mL-1 range, and CV value about 7%). It has been applied to real samples of various materials involved in a controlled explosion of an ""improvised explosive device"". Three extraction procedures were tested on these samples, all employing methanol as the solvent. The lateral flow immunoassay (LFIA), developed by using the same immunoreagents, reached a detection limit of 1 μg mL-1 when tested on the same samples analysed by CL-ELISA. © 2009 Springer-Verlag.","2-s2.0-76849112881"
"10.1063/1.3156632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450204879&doi=10.1063%2f1.3156632&partnerID=40&md5=b91c88f13a2ee18860a304c003506137","This paper deals with the detection of nitroaromatic explosives. A specific fluorescent material is devoted to the detection of ultra traces of explosives remaining on clothes. The sensor exhibits a large sensitivity for TNT or DNT vapors. © 2009 American Institute of Physics.","2-s2.0-70450204879"
"10.1016/j.talanta.2009.12.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77049124225&doi=10.1016%2fj.talanta.2009.12.040&partnerID=40&md5=2398189bb488bed40b22583995337160","This paper describes a system for the detection of nitroaromatic explosives consisting of a portable detector based on a specific fluorescent material. The developed sensor was able to perform an ultra trace detection of explosives, such as trinitrotoluene (TNT) or its derivate 2,4-dinitrotoluene (DNT), in ambient air or on objects tainted with explosives. In the presence of nitroaromatic vapors, the fluorescence of the material was found to decrease due to the adsorption of nitroaromatic molecules on its specific adsorption sites. The sensor exhibited a large sensitivity to TNT or DNT at their vapor pressures (respectively 6 and 148 ppbv) and the detection threshold was evaluated on a laboratory test setup and was found to be 0.75 ppbv for TNT. Moreover, the detector demonstrated no loss of performance in the presence of humidity or interfering compounds. All the tests led to the conclusion that the sensor fulfills the main requirements for the identification of suspect luggage, forensic analyses or battlefields clearing. © 2010 Elsevier B.V. All rights reserved.","2-s2.0-77049124225"
"10.1080/05704920902852125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70749098634&doi=10.1080%2f05704920902852125&partnerID=40&md5=817ef6ea509847173e9fb8a6460cb179","Prompt gamma ray neutron activation analysis (PGNAA) is an efficient nondestructive multi-elemental detection technique for samples such as metals, coal (mineral), cement, and radioactive materials as well as for explosives, chemical warfare agents, various narcotics, land mines, etc. The technique can be used in the laboratory or for on-site analysis for various samples. In addition, the PGNAA technique in elemental analysis can provide more accurate detection results with low false alarm in variety of application fields when combined with image scanning and chemometric treatment of the obtained data. The development of small-sized neutron generators enabled and widened these applications because a stationary nuclear reactor is no longer an indispensible element in PGNAA.","2-s2.0-70749098634"
"10.1016/j.aca.2009.10.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70549083570&doi=10.1016%2fj.aca.2009.10.011&partnerID=40&md5=0019333049bcebf7ee41ac7067406b19","Post-column photochemical reaction systems have developed into a common approach for enhancing conventional methods of detection in HPLC. Photochemical reactions as a means of 'derivatization' have a significant number of advantages over chemical reaction-based methods, and a significant effort has been demonstrated to develop an efficient photochemical reactor. When coupled to electrochemical (EC) detection, the technique allows for the sensitive and selective determination of a variety of compounds (e.g., organic nitro explosives, beta-lactam antibiotics, sulfur-containing antibiotics, pesticides and insecticides). This review will focus on developments and methods using post-column photochemical reaction systems followed by EC detection in liquid chromatography. Papers are presented in chronological order to emphasize the evolution of the approach and continued importance of the application. © 2009 Elsevier B.V. All rights reserved.","2-s2.0-70549083570"
"10.1016/j.jhazmat.2008.12.095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649413142&doi=10.1016%2fj.jhazmat.2008.12.095&partnerID=40&md5=2d9b802c50949724f69910b0ea87e476","The current trend in the development of gun propellant is to replace the non-energetic plasticizers with the energetic plasticizer. This leads to better energetic performance of gun propellant. The purpose of the present paper is to explore the possibility of enhancing the ballistic performance of RDX based gun propellant by incorporating an energetic plasticizer into the propellant composition. Compositions containing N-n-butyl-N-(2-nitroxyethyl)nitramine (Bu-NENA) as an energetic plasticizer with varying percentage of RDX have been studied theoretically and experimentally. Performance in terms of ballistic parameters, sensitivity, thermal characteristics, stability and mechanical properties was evaluated and compared with the vis-à-vis compositions containing dioctylphthalate as a non-energetic plasticizer. Experimental data on comparative study indicates that Bu-NENA based propellants are superior to DOP based propellants in respect of ballistic performance. © 2008 Elsevier B.V. All rights reserved.","2-s2.0-67649413142"
"10.1016/j.jhazmat.2008.10.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549119483&doi=10.1016%2fj.jhazmat.2008.10.003&partnerID=40&md5=a60cb5581960145fd4eb602694687aab","Quantum chemical calculations are used to compute the heats of formation (HOFs) for 24 nitroester (NE) energetic compounds in which only 5 nitroester energetic compounds have the available experimental heats of formation. The heats of formation of the five compounds are calculated from isodesmic reactions by employing the hybrid density functional theory (DFT) (B3LYP, B3PW91, and B3P86) methods with 6-31G** and 6-311G** basis sets. It is demonstrated that B3PW91/6-31G** method can yield reliable HOFs, which has the mean absolute deviation of 1.1 kcal/mol. The HOFs of other 19 nitroester energetic compounds are calculated by using B3PW91/6-31G** method. Through the analysis of the calculated result, it is found that the computed heat of formation decreases when the number of methylene (CH2) group increases for normal chain nitroester compounds. The further study shows that our results about gas-phase heats of formation of nitroester compounds are better than the results of Muthurajan et al. [H. Muthurajan, R. Sivabalan, M.B. Talawar, M. Anniyappan, S. Venugopalan, Prediction of heat of formation and related parameters of high energy materials, J. Hazard. Mater. A133 (2006) 30-45], and Byrd Edward and Rice Betsy [F.C. Byrd Edward, M. Rice Betsy, Improved prediction of heats of formation of energetic materials using quantum mechanical calculations, J. Phys. Chem. A 110 (2006) 1005-1013]. In addition, the condensed phase heat of formation of the nitroester compounds are computed through the same method of Byrd Edward and Rice Betsy. © 2008 Elsevier B.V. All rights reserved.","2-s2.0-64549119483"
